x,t,u
0.43,1.56,0.133386
0.44,1.56,0.13926
0.45,1.56,0.145245
0.46,1.56,0.15134
0.47,1.56,0.157544
0.48,1.56,0.163856
0.49,1.56,0.170275
0.5,1.56,0.1768
0.51,1.56,0.18343
0.52,1.56,0.190164
0.53,1.56,0.197001
0.54,1.56,0.20394
0.55,1.56,0.21098
0.56,1.56,0.21812
0.57,1.56,0.225359
0.58,1.56,0.232696
0.59,1.56,0.24013
0.6,1.56,0.24766
0.61,1.56,0.255285
0.62,1.56,0.263004
0.63,1.56,0.270816
0.64,1.56,0.27872
0.65,1.56,0.286715
0.66,1.56,0.2948
0.67,1.56,0.302974
0.68,1.56,0.311236
0.69,1.56,0.319585
0.7,1.56,0.32802
0.71,1.56,0.33654
0.72,1.56,0.345144
0.73,1.56,0.353831
0.74,1.56,0.3626
0.75,1.56,0.37145
0.76,1.56,0.38038
0.77,1.56,0.389389
0.78,1.56,0.398476
0.79,1.56,0.40764
0.8,1.56,0.41688
0.81,1.56,0.426195
0.82,1.56,0.435584
0.83,1.56,0.445046
0.84,1.56,0.45458
0.85,1.56,0.464185
0.86,1.56,0.47386
0.87,1.56,0.483604
0.88,1.56,0.493416
0.89,1.56,0.503295
0.9,1.56,0.51324
0.91,1.56,0.52325
0.92,1.56,0.533324
0.93,1.56,0.543461
0.94,1.56,0.55366
0.95,1.56,0.56392
0.96,1.56,0.57424
0.97,1.56,0.584619
0.98,1.56,0.595056
0.99,1.56,0.60555
1,1.56,0.6161
1.01,1.56,0.626705
1.02,1.56,0.637364
1.03,1.56,0.648076
1.04,1.56,0.65884
1.05,1.56,0.669655
1.06,1.56,0.68052
1.07,1.56,0.691434
1.08,1.56,0.702396
1.09,1.56,0.713405
1.1,1.56,0.72446
1.11,1.56,0.73556
1.12,1.56,0.746704
1.13,1.56,0.757891
1.14,1.56,0.76912
1.15,1.56,0.78039
1.16,1.56,0.7917
1.17,1.56,0.803049
1.18,1.56,0.814436
1.19,1.56,0.82586
1.2,1.56,0.83732
1.21,1.56,0.848815
1.22,1.56,0.860344
1.23,1.56,0.871906
1.24,1.56,0.8835
1.25,1.56,0.895125
1.26,1.56,0.90678
1.27,1.56,0.918464
1.28,1.56,0.930176
1.29,1.56,0.941915
1.3,1.56,0.95368
1.31,1.56,0.96547
1.32,1.56,0.977284
1.33,1.56,0.989121
1.34,1.56,1.00098
1.35,1.56,1.01286
1.36,1.56,1.02476
1.37,1.56,1.03668
1.38,1.56,1.04862
1.39,1.56,1.06057
1.4,1.56,1.07254
1.41,1.56,1.08452
1.42,1.56,1.09652
1.43,1.56,1.10854
1.44,1.56,1.12056
1.45,1.56,1.1326
1.46,1.56,1.14464
1.47,1.56,1.15669
1.48,1.56,1.16876
1.49,1.56,1.18083
1.5,1.56,1.1929
1.51,1.56,1.20498
1.52,1.56,1.21706
1.53,1.56,1.22915
1.54,1.56,1.24124
1.55,1.56,1.25333
1.56,1.56,1.26542
1.57,1.56,1.27754
1.58,1.56,1.28973
1.59,1.56,1.30199
1.6,1.56,1.31431
1.61,1.56,1.3267
1.62,1.56,1.33916
1.63,1.56,1.35168
1.64,1.56,1.36427
1.65,1.56,1.37693
1.66,1.56,1.38965
1.67,1.56,1.40244
1.68,1.56,1.4153
1.69,1.56,1.42822
1.7,1.56,1.44121
1.71,1.56,1.45427
1.72,1.56,1.46739
1.73,1.56,1.48058
1.74,1.56,1.49384
1.75,1.56,1.50716
1.76,1.56,1.52055
1.77,1.56,1.53401
1.78,1.56,1.54753
1.79,1.56,1.56112
1.8,1.56,1.57478
1.81,1.56,1.5885
1.82,1.56,1.60229
1.83,1.56,1.61615
1.84,1.56,1.63007
1.85,1.56,1.64406
1.86,1.56,1.65812
1.87,1.56,1.67224
1.88,1.56,1.68643
1.89,1.56,1.70069
1.9,1.56,1.71501
1.91,1.56,1.7294
1.92,1.56,1.74386
1.93,1.56,1.75838
1.94,1.56,1.77297
1.95,1.56,1.78763
1.96,1.56,1.80235
1.97,1.56,1.81714
1.98,1.56,1.832
1.99,1.56,1.84692
0,1.57,0
0.01,1.57,0.000156
0.02,1.57,0.000467
0.03,1.57,0.000932
0.04,1.57,0.00155
0.05,1.57,0.00232
0.06,1.57,0.003241
0.07,1.57,0.004312
0.08,1.57,0.005532
0.09,1.57,0.0069
0.1,1.57,0.008415
0.11,1.57,0.010076
0.12,1.57,0.011882
0.13,1.57,0.013832
0.14,1.57,0.015925
0.15,1.57,0.01816
0.16,1.57,0.020536
0.17,1.57,0.023052
0.18,1.57,0.025707
0.19,1.57,0.0285
0.2,1.57,0.03143
0.21,1.57,0.034496
0.22,1.57,0.037697
0.23,1.57,0.041032
0.24,1.57,0.0445
0.25,1.57,0.0481
0.26,1.57,0.051831
0.27,1.57,0.055692
0.28,1.57,0.059682
0.29,1.57,0.0638
0.3,1.57,0.068045
0.31,1.57,0.072416
0.32,1.57,0.076912
0.33,1.57,0.081532
0.34,1.57,0.086275
0.35,1.57,0.09114
0.36,1.57,0.096126
0.37,1.57,0.101232
0.38,1.57,0.106457
0.39,1.57,0.1118
0.4,1.57,0.11726
0.41,1.57,0.122836
0.42,1.57,0.128527
0.43,1.57,0.134332
0.44,1.57,0.14025
0.45,1.57,0.14628
0.46,1.57,0.152421
0.47,1.57,0.158672
0.48,1.57,0.165032
0.49,1.57,0.1715
0.5,1.57,0.178075
0.51,1.57,0.184756
0.52,1.57,0.191542
0.53,1.57,0.198432
0.54,1.57,0.205425
0.55,1.57,0.21252
0.56,1.57,0.219716
0.57,1.57,0.227012
0.58,1.57,0.234407
0.59,1.57,0.2419
0.6,1.57,0.24949
0.61,1.57,0.257176
0.62,1.57,0.264957
0.63,1.57,0.272832
0.64,1.57,0.2808
0.65,1.57,0.28886
0.66,1.57,0.297011
0.67,1.57,0.305252
0.68,1.57,0.313582
0.69,1.57,0.322
0.7,1.57,0.330505
0.71,1.57,0.339096
0.72,1.57,0.347772
0.73,1.57,0.356532
0.74,1.57,0.365375
0.75,1.57,0.3743
0.76,1.57,0.383306
0.77,1.57,0.392392
0.78,1.57,0.401557
0.79,1.57,0.4108
0.8,1.57,0.42012
0.81,1.57,0.429516
0.82,1.57,0.438987
0.83,1.57,0.448532
0.84,1.57,0.45815
0.85,1.57,0.46784
0.86,1.57,0.477601
0.87,1.57,0.487432
0.88,1.57,0.497332
0.89,1.57,0.5073
0.9,1.57,0.517335
0.91,1.57,0.527436
0.92,1.57,0.537602
0.93,1.57,0.547832
0.94,1.57,0.558125
0.95,1.57,0.56848
0.96,1.57,0.578896
0.97,1.57,0.589372
0.98,1.57,0.599907
0.99,1.57,0.6105
1,1.57,0.62115
1.01,1.57,0.631856
1.02,1.57,0.642617
1.03,1.57,0.653432
1.04,1.57,0.6643
1.05,1.57,0.67522
1.06,1.57,0.686191
1.07,1.57,0.697212
1.08,1.57,0.708282
1.09,1.57,0.7194
1.1,1.57,0.730565
1.11,1.57,0.741776
1.12,1.57,0.753032
1.13,1.57,0.764332
1.14,1.57,0.775675
1.15,1.57,0.78706
1.16,1.57,0.798486
1.17,1.57,0.809952
1.18,1.57,0.821457
1.19,1.57,0.833
1.2,1.57,0.84458
1.21,1.57,0.856196
1.22,1.57,0.867847
1.23,1.57,0.879532
1.24,1.57,0.89125
1.25,1.57,0.903
1.26,1.57,0.914781
1.27,1.57,0.926592
1.28,1.57,0.938432
1.29,1.57,0.9503
1.3,1.57,0.962195
1.31,1.57,0.974116
1.32,1.57,0.986062
1.33,1.57,0.998032
1.34,1.57,1.01003
1.35,1.57,1.02204
1.36,1.57,1.03408
1.37,1.57,1.04613
1.38,1.57,1.05821
1.39,1.57,1.0703
1.4,1.57,1.08241
1.41,1.57,1.09454
1.42,1.57,1.10668
1.43,1.57,1.11883
1.44,1.57,1.131
1.45,1.57,1.14318
1.46,1.57,1.15537
1.47,1.57,1.16757
1.48,1.57,1.17978
1.49,1.57,1.192
1.5,1.57,1.20423
1.51,1.57,1.21646
1.52,1.57,1.22869
1.53,1.57,1.24093
1.54,1.57,1.25318
1.55,1.57,1.26542
1.56,1.57,1.27767
1.57,1.57,1.28991
1.58,1.57,1.30219
1.59,1.57,1.31454
1.6,1.57,1.32695
1.61,1.57,1.33943
1.62,1.57,1.35198
1.63,1.57,1.36459
1.64,1.57,1.37727
1.65,1.57,1.39001
1.66,1.57,1.40283
1.67,1.57,1.41571
1.68,1.57,1.42865
1.69,1.57,1.44166
1.7,1.57,1.45474
1.71,1.57,1.46789
1.72,1.57,1.4811
1.73,1.57,1.49438
1.74,1.57,1.50773
1.75,1.57,1.52114
1.76,1.57,1.53462
1.77,1.57,1.54817
1.78,1.57,1.56178
1.79,1.57,1.57546
1.8,1.57,1.5892
1.81,1.57,1.60302
1.82,1.57,1.6169
1.83,1.57,1.63084
1.84,1.57,1.64485
1.85,1.57,1.65893
1.86,1.57,1.67308
1.87,1.57,1.68729
1.88,1.57,1.70157
1.89,1.57,1.71592
1.9,1.57,1.73033
1.91,1.57,1.74481
1.92,1.57,1.75936
1.93,1.57,1.77397
1.94,1.57,1.78865
1.95,1.57,1.80339
1.96,1.57,1.81821
1.97,1.57,1.83309
1.98,1.57,1.84803
1.99,1.57,1.86304
0,1.58,0
0.01,1.58,0.000157
0.02,1.58,0.00047
0.03,1.58,0.000938
0.04,1.58,0.00156
0.05,1.58,0.002335
0.06,1.58,0.003262
0.07,1.58,0.00434
0.08,1.58,0.005568
0.09,1.58,0.006945
0.1,1.58,0.00847
0.11,1.58,0.010142
0.12,1.58,0.01196
0.13,1.58,0.013923
0.14,1.58,0.01603
0.15,1.58,0.01828
0.16,1.58,0.020672
0.17,1.58,0.023205
0.18,1.58,0.025878
0.19,1.58,0.02869
0.2,1.58,0.03164
0.21,1.58,0.034727
0.22,1.58,0.03795
0.23,1.58,0.041308
0.24,1.58,0.0448
0.25,1.58,0.048425
0.26,1.58,0.052182
0.27,1.58,0.05607
0.28,1.58,0.060088
0.29,1.58,0.064235
0.3,1.58,0.06851
0.31,1.58,0.072912
0.32,1.58,0.07744
0.33,1.58,0.082093
0.34,1.58,0.08687
0.35,1.58,0.09177
0.36,1.58,0.096792
0.37,1.58,0.101935
0.38,1.58,0.107198
0.39,1.58,0.11258
0.4,1.58,0.11808
0.41,1.58,0.123697
0.42,1.58,0.12943
0.43,1.58,0.135278
0.44,1.58,0.14124
0.45,1.58,0.147315
0.46,1.58,0.153502
0.47,1.58,0.1598
0.48,1.58,0.166208
0.49,1.58,0.172725
0.5,1.58,0.17935
0.51,1.58,0.186082
0.52,1.58,0.19292
0.53,1.58,0.199863
0.54,1.58,0.20691
0.55,1.58,0.21406
0.56,1.58,0.221312
0.57,1.58,0.228665
0.58,1.58,0.236118
0.59,1.58,0.24367
0.6,1.58,0.25132
0.61,1.58,0.259067
0.62,1.58,0.26691
0.63,1.58,0.274848
0.64,1.58,0.28288
0.65,1.58,0.291005
0.66,1.58,0.299222
0.67,1.58,0.30753
0.68,1.58,0.315928
0.69,1.58,0.324415
0.7,1.58,0.33299
0.71,1.58,0.341652
0.72,1.58,0.3504
0.73,1.58,0.359233
0.74,1.58,0.36815
0.75,1.58,0.37715
0.76,1.58,0.386232
0.77,1.58,0.395395
0.78,1.58,0.404638
0.79,1.58,0.41396
0.8,1.58,0.42336
0.81,1.58,0.432837
0.82,1.58,0.44239
0.83,1.58,0.452018
0.84,1.58,0.46172
0.85,1.58,0.471495
0.86,1.58,0.481342
0.87,1.58,0.49126
0.88,1.58,0.501248
0.89,1.58,0.511305
0.9,1.58,0.52143
0.91,1.58,0.531622
0.92,1.58,0.54188
0.93,1.58,0.552203
0.94,1.58,0.56259
0.95,1.58,0.57304
0.96,1.58,0.583552
0.97,1.58,0.594125
0.98,1.58,0.604758
0.99,1.58,0.61545
1,1.58,0.6262
1.01,1.58,0.637007
1.02,1.58,0.64787
1.03,1.58,0.658788
1.04,1.58,0.66976
1.05,1.58,0.680785
1.06,1.58,0.691862
1.07,1.58,0.70299
1.08,1.58,0.714168
1.09,1.58,0.725395
1.1,1.58,0.73667
1.11,1.58,0.747992
1.12,1.58,0.75936
1.13,1.58,0.770773
1.14,1.58,0.78223
1.15,1.58,0.79373
1.16,1.58,0.805272
1.17,1.58,0.816855
1.18,1.58,0.828478
1.19,1.58,0.84014
1.2,1.58,0.85184
1.21,1.58,0.863577
1.22,1.58,0.87535
1.23,1.58,0.887158
1.24,1.58,0.899
1.25,1.58,0.910875
1.26,1.58,0.922782
1.27,1.58,0.93472
1.28,1.58,0.946688
1.29,1.58,0.958685
1.3,1.58,0.97071
1.31,1.58,0.982762
1.32,1.58,0.99484
1.33,1.58,1.00694
1.34,1.58,1.01907
1.35,1.58,1.03122
1.36,1.58,1.04339
1.37,1.58,1.05558
1.38,1.58,1.0678
1.39,1.58,1.08003
1.4,1.58,1.09228
1.41,1.58,1.10455
1.42,1.58,1.11683
1.43,1.58,1.12913
1.44,1.58,1.14144
1.45,1.58,1.15377
1.46,1.58,1.1661
1.47,1.58,1.17845
1.48,1.58,1.19081
1.49,1.58,1.20318
1.5,1.58,1.21555
1.51,1.58,1.22793
1.52,1.58,1.24032
1.53,1.58,1.25271
1.54,1.58,1.26511
1.55,1.58,1.27751
1.56,1.58,1.28991
1.57,1.58,1.30231
1.58,1.58,1.31472
1.59,1.58,1.32715
1.6,1.58,1.33966
1.61,1.58,1.35223
1.62,1.58,1.36486
1.63,1.58,1.37757
1.64,1.58,1.39034
1.65,1.58,1.40317
1.66,1.58,1.41608
1.67,1.58,1.42904
1.68,1.58,1.44208
1.69,1.58,1.45518
1.7,1.58,1.46835
1.71,1.58,1.48159
1.72,1.58,1.49489
1.73,1.58,1.50826
1.74,1.58,1.5217
1.75,1.58,1.5352
1.76,1.58,1.54877
1.77,1.58,1.56241
1.78,1.58,1.57611
1.79,1.58,1.58988
1.8,1.58,1.60372
1.81,1.58,1.61762
1.82,1.58,1.63159
1.83,1.58,1.64563
1.84,1.58,1.65973
1.85,1.58,1.6739
1.86,1.58,1.68814
1.87,1.58,1.70244
1.88,1.58,1.71681
1.89,1.58,1.73124
1.9,1.58,1.74575
1.91,1.58,1.76032
1.92,1.58,1.77495
1.93,1.58,1.78966
1.94,1.58,1.80443
1.95,1.58,1.81926
1.96,1.58,1.83417
1.97,1.58,1.84913
1.98,1.58,1.86417
1.99,1.58,1.87927
0,1.59,0
0.01,1.59,0.000158
0.02,1.59,0.000473
0.03,1.59,0.000944
0.04,1.59,0.00157
0.05,1.59,0.00235
0.06,1.59,0.003283
0.07,1.59,0.004368
0.08,1.59,0.005604
0.09,1.59,0.00699
0.1,1.59,0.008525
0.11,1.59,0.010208
0.12,1.59,0.012038
0.13,1.59,0.014014
0.14,1.59,0.016135
0.15,1.59,0.0184
0.16,1.59,0.020808
0.17,1.59,0.023358
0.18,1.59,0.026049
0.19,1.59,0.02888
0.2,1.59,0.03185
0.21,1.59,0.034958
0.22,1.59,0.038203
0.23,1.59,0.041584
0.24,1.59,0.0451
0.25,1.59,0.04875
0.26,1.59,0.052533
0.27,1.59,0.056448
0.28,1.59,0.060494
0.29,1.59,0.06467
0.3,1.59,0.068975
0.31,1.59,0.073408
0.32,1.59,0.077968
0.33,1.59,0.082654
0.34,1.59,0.087465
0.35,1.59,0.0924
0.36,1.59,0.097458
0.37,1.59,0.102638
0.38,1.59,0.107939
0.39,1.59,0.11336
0.4,1.59,0.1189
0.41,1.59,0.124558
0.42,1.59,0.130333
0.43,1.59,0.136224
0.44,1.59,0.14223
0.45,1.59,0.14835
0.46,1.59,0.154583
0.47,1.59,0.160928
0.48,1.59,0.167384
0.49,1.59,0.17395
0.5,1.59,0.180625
0.51,1.59,0.187408
0.52,1.59,0.194298
0.53,1.59,0.201294
0.54,1.59,0.208395
0.55,1.59,0.2156
0.56,1.59,0.222908
0.57,1.59,0.230318
0.58,1.59,0.237829
0.59,1.59,0.24544
0.6,1.59,0.25315
0.61,1.59,0.260958
0.62,1.59,0.268863
0.63,1.59,0.276864
0.64,1.59,0.28496
0.65,1.59,0.29315
0.66,1.59,0.301433
0.67,1.59,0.309808
0.68,1.59,0.318274
0.69,1.59,0.32683
0.7,1.59,0.335475
0.71,1.59,0.344208
0.72,1.59,0.353028
0.73,1.59,0.361934
0.74,1.59,0.370925
0.75,1.59,0.38
0.76,1.59,0.389158
0.77,1.59,0.398398
0.78,1.59,0.407719
0.79,1.59,0.41712
0.8,1.59,0.4266
0.81,1.59,0.436158
0.82,1.59,0.445793
0.83,1.59,0.455504
0.84,1.59,0.46529
0.85,1.59,0.47515
0.86,1.59,0.485083
0.87,1.59,0.495088
0.88,1.59,0.505164
0.89,1.59,0.51531
0.9,1.59,0.525525
0.91,1.59,0.535808
0.92,1.59,0.546158
0.93,1.59,0.556574
0.94,1.59,0.567055
0.95,1.59,0.5776
0.96,1.59,0.588208
0.97,1.59,0.598878
0.98,1.59,0.609609
0.99,1.59,0.6204
1,1.59,0.63125
1.01,1.59,0.642158
1.02,1.59,0.653123
1.03,1.59,0.664144
1.04,1.59,0.67522
1.05,1.59,0.68635
1.06,1.59,0.697533
1.07,1.59,0.708768
1.08,1.59,0.720054
1.09,1.59,0.73139
1.1,1.59,0.742775
1.11,1.59,0.754208
1.12,1.59,0.765688
1.13,1.59,0.777214
1.14,1.59,0.788785
1.15,1.59,0.8004
1.16,1.59,0.812058
1.17,1.59,0.823758
1.18,1.59,0.835499
1.19,1.59,0.84728
1.2,1.59,0.8591
1.21,1.59,0.870958
1.22,1.59,0.882853
1.23,1.59,0.894784
1.24,1.59,0.90675
1.25,1.59,0.91875
1.26,1.59,0.930783
1.27,1.59,0.942848
1.28,1.59,0.954944
1.29,1.59,0.96707
1.3,1.59,0.979225
1.31,1.59,0.991408
1.32,1.59,1.00362
1.33,1.59,1.01585
1.34,1.59,1.02812
1.35,1.59,1.0404
1.36,1.59,1.05271
1.37,1.59,1.06504
1.38,1.59,1.07739
1.39,1.59,1.08976
1.4,1.59,1.10215
1.41,1.59,1.11456
1.42,1.59,1.12698
1.43,1.59,1.13942
1.44,1.59,1.15188
1.45,1.59,1.16435
1.46,1.59,1.17683
1.47,1.59,1.18933
1.48,1.59,1.20183
1.49,1.59,1.21435
1.5,1.59,1.22688
1.51,1.59,1.23941
1.52,1.59,1.25195
1.53,1.59,1.26449
1.54,1.59,1.27705
1.55,1.59,1.2896
1.56,1.59,1.30216
1.57,1.59,1.31472
1.58,1.59,1.32728
1.59,1.59,1.33984
1.6,1.59,1.35243
1.61,1.59,1.3651
1.62,1.59,1.37782
1.63,1.59,1.39062
1.64,1.59,1.40348
1.65,1.59,1.41641
1.66,1.59,1.4294
1.67,1.59,1.44246
1.68,1.59,1.45559
1.69,1.59,1.46878
1.7,1.59,1.48204
1.71,1.59,1.49537
1.72,1.59,1.50877
1.73,1.59,1.52223
1.74,1.59,1.53576
1.75,1.59,1.54935
1.76,1.59,1.56301
1.77,1.59,1.57674
1.78,1.59,1.59053
1.79,1.59,1.60439
1.8,1.59,1.61832
1.81,1.59,1.63232
1.82,1.59,1.64638
1.83,1.59,1.6605
1.84,1.59,1.6747
1.85,1.59,1.68896
1.86,1.59,1.70329
1.87,1.59,1.71768
1.88,1.59,1.73214
1.89,1.59,1.74667
1.9,1.59,1.76126
1.91,1.59,1.77593
1.92,1.59,1.79065
1.93,1.59,1.80545
1.94,1.59,1.82031
1.95,1.59,1.83524
1.96,1.59,1.85023
1.97,1.59,1.86529
1.98,1.59,1.88042
1.99,1.59,1.89561
0,1.6,0
0.01,1.6,0.000159
0.02,1.6,0.000476
0.03,1.6,0.00095
0.04,1.6,0.00158
0.05,1.6,0.002365
0.06,1.6,0.003304
0.07,1.6,0.004396
0.08,1.6,0.00564
0.09,1.6,0.007035
0.1,1.6,0.00858
0.11,1.6,0.010274
0.12,1.6,0.012116
0.13,1.6,0.014105
0.14,1.6,0.01624
0.15,1.6,0.01852
0.16,1.6,0.020944
0.17,1.6,0.023511
0.18,1.6,0.02622
0.19,1.6,0.02907
0.2,1.6,0.03206
0.21,1.6,0.035189
0.22,1.6,0.038456
0.23,1.6,0.04186
0.24,1.6,0.0454
0.25,1.6,0.049075
0.26,1.6,0.052884
0.27,1.6,0.056826
0.28,1.6,0.0609
0.29,1.6,0.065105
0.3,1.6,0.06944
0.31,1.6,0.073904
0.32,1.6,0.078496
0.33,1.6,0.083215
0.34,1.6,0.08806
0.35,1.6,0.09303
0.36,1.6,0.098124
0.37,1.6,0.103341
0.38,1.6,0.10868
0.39,1.6,0.11414
0.4,1.6,0.11972
0.41,1.6,0.125419
0.42,1.6,0.131236
0.43,1.6,0.13717
0.44,1.6,0.14322
0.45,1.6,0.149385
0.46,1.6,0.155664
0.47,1.6,0.162056
0.48,1.6,0.16856
0.49,1.6,0.175175
0.5,1.6,0.1819
0.51,1.6,0.188734
0.52,1.6,0.195676
0.53,1.6,0.202725
0.54,1.6,0.20988
0.55,1.6,0.21714
0.56,1.6,0.224504
0.57,1.6,0.231971
0.58,1.6,0.23954
0.59,1.6,0.24721
0.6,1.6,0.25498
0.61,1.6,0.262849
0.62,1.6,0.270816
0.63,1.6,0.27888
0.64,1.6,0.28704
0.65,1.6,0.295295
0.66,1.6,0.303644
0.67,1.6,0.312086
0.68,1.6,0.32062
0.69,1.6,0.329245
0.7,1.6,0.33796
0.71,1.6,0.346764
0.72,1.6,0.355656
0.73,1.6,0.364635
0.74,1.6,0.3737
0.75,1.6,0.38285
0.76,1.6,0.392084
0.77,1.6,0.401401
0.78,1.6,0.4108
0.79,1.6,0.42028
0.8,1.6,0.42984
0.81,1.6,0.439479
0.82,1.6,0.449196
0.83,1.6,0.45899
0.84,1.6,0.46886
0.85,1.6,0.478805
0.86,1.6,0.488824
0.87,1.6,0.498916
0.88,1.6,0.50908
0.89,1.6,0.519315
0.9,1.6,0.52962
0.91,1.6,0.539994
0.92,1.6,0.550436
0.93,1.6,0.560945
0.94,1.6,0.57152
0.95,1.6,0.58216
0.96,1.6,0.592864
0.97,1.6,0.603631
0.98,1.6,0.61446
0.99,1.6,0.62535
1,1.6,0.6363
1.01,1.6,0.647309
1.02,1.6,0.658376
1.03,1.6,0.6695
1.04,1.6,0.68068
1.05,1.6,0.691915
1.06,1.6,0.703204
1.07,1.6,0.714546
1.08,1.6,0.72594
1.09,1.6,0.737385
1.1,1.6,0.74888
1.11,1.6,0.760424
1.12,1.6,0.772016
1.13,1.6,0.783655
1.14,1.6,0.79534
1.15,1.6,0.80707
1.16,1.6,0.818844
1.17,1.6,0.830661
1.18,1.6,0.84252
1.19,1.6,0.85442
1.2,1.6,0.86636
1.21,1.6,0.878339
1.22,1.6,0.890356
1.23,1.6,0.90241
1.24,1.6,0.9145
1.25,1.6,0.926625
1.26,1.6,0.938784
1.27,1.6,0.950976
1.28,1.6,0.9632
1.29,1.6,0.975455
1.3,1.6,0.98774
1.31,1.6,1.00005
1.32,1.6,1.0124
1.33,1.6,1.02476
1.34,1.6,1.03716
1.35,1.6,1.04958
1.36,1.6,1.06202
1.37,1.6,1.07449
1.38,1.6,1.08698
1.39,1.6,1.09949
1.4,1.6,1.11202
1.41,1.6,1.12457
1.42,1.6,1.13714
1.43,1.6,1.14972
1.44,1.6,1.16232
1.45,1.6,1.17493
1.46,1.6,1.18756
1.47,1.6,1.20021
1.48,1.6,1.21286
1.49,1.6,1.22552
1.5,1.6,1.2382
1.51,1.6,1.25088
1.52,1.6,1.26358
1.53,1.6,1.27628
1.54,1.6,1.28898
1.55,1.6,1.30169
1.56,1.6,1.3144
1.57,1.6,1.32712
1.58,1.6,1.33984
1.59,1.6,1.35256
1.6,1.6,1.36528
1.61,1.6,1.37803
1.62,1.6,1.39085
1.63,1.6,1.40374
1.64,1.6,1.41669
1.65,1.6,1.42971
1.66,1.6,1.4428
1.67,1.6,1.45595
1.68,1.6,1.46917
1.69,1.6,1.48246
1.7,1.6,1.49581
1.71,1.6,1.50923
1.72,1.6,1.52272
1.73,1.6,1.53627
1.74,1.6,1.54989
1.75,1.6,1.56358
1.76,1.6,1.57733
1.77,1.6,1.59115
1.78,1.6,1.60504
1.79,1.6,1.61899
1.8,1.6,1.63301
1.81,1.6,1.6471
1.82,1.6,1.66125
1.83,1.6,1.67547
1.84,1.6,1.68976
1.85,1.6,1.70411
1.86,1.6,1.71853
1.87,1.6,1.73302
1.88,1.6,1.74757
1.89,1.6,1.76219
1.9,1.6,1.77688
1.91,1.6,1.79163
1.92,1.6,1.80645
1.93,1.6,1.82134
1.94,1.6,1.83629
1.95,1.6,1.85131
1.96,1.6,1.8664
1.97,1.6,1.88155
1.98,1.6,1.89677
1.99,1.6,1.91206
0,1.61,0
0.01,1.61,0.00016
0.02,1.61,0.000479
0.03,1.61,0.000956
0.04,1.61,0.00159
0.05,1.61,0.00238
0.06,1.61,0.003325
0.07,1.61,0.004424
0.08,1.61,0.005676
0.09,1.61,0.00708
0.1,1.61,0.008635
0.11,1.61,0.01034
0.12,1.61,0.012194
0.13,1.61,0.014196
0.14,1.61,0.016345
0.15,1.61,0.01864
0.16,1.61,0.02108
0.17,1.61,0.023664
0.18,1.61,0.026391
0.19,1.61,0.02926
0.2,1.61,0.03227
0.21,1.61,0.03542
0.22,1.61,0.038709
0.23,1.61,0.042136
0.24,1.61,0.0457
0.25,1.61,0.0494
0.26,1.61,0.053235
0.27,1.61,0.057204
0.28,1.61,0.061306
0.29,1.61,0.06554
0.3,1.61,0.069905
0.31,1.61,0.0744
0.32,1.61,0.079024
0.33,1.61,0.083776
0.34,1.61,0.088655
0.35,1.61,0.09366
0.36,1.61,0.09879
0.37,1.61,0.104044
0.38,1.61,0.109421
0.39,1.61,0.11492
0.4,1.61,0.12054
0.41,1.61,0.12628
0.42,1.61,0.132139
0.43,1.61,0.138116
0.44,1.61,0.14421
0.45,1.61,0.15042
0.46,1.61,0.156745
0.47,1.61,0.163184
0.48,1.61,0.169736
0.49,1.61,0.1764
0.5,1.61,0.183175
0.51,1.61,0.19006
0.52,1.61,0.197054
0.53,1.61,0.204156
0.54,1.61,0.211365
0.55,1.61,0.21868
0.56,1.61,0.2261
0.57,1.61,0.233624
0.58,1.61,0.241251
0.59,1.61,0.24898
0.6,1.61,0.25681
0.61,1.61,0.26474
0.62,1.61,0.272769
0.63,1.61,0.280896
0.64,1.61,0.28912
0.65,1.61,0.29744
0.66,1.61,0.305855
0.67,1.61,0.314364
0.68,1.61,0.322966
0.69,1.61,0.33166
0.7,1.61,0.340445
0.71,1.61,0.34932
0.72,1.61,0.358284
0.73,1.61,0.367336
0.74,1.61,0.376475
0.75,1.61,0.3857
0.76,1.61,0.39501
0.77,1.61,0.404404
0.78,1.61,0.413881
0.79,1.61,0.42344
0.8,1.61,0.43308
0.81,1.61,0.4428
0.82,1.61,0.452599
0.83,1.61,0.462476
0.84,1.61,0.47243
0.85,1.61,0.48246
0.86,1.61,0.492565
0.87,1.61,0.502744
0.88,1.61,0.512996
0.89,1.61,0.52332
0.9,1.61,0.533715
0.91,1.61,0.54418
0.92,1.61,0.554714
0.93,1.61,0.565316
0.94,1.61,0.575985
0.95,1.61,0.58672
0.96,1.61,0.59752
0.97,1.61,0.608384
0.98,1.61,0.619311
0.99,1.61,0.6303
1,1.61,0.64135
1.01,1.61,0.65246
1.02,1.61,0.663629
1.03,1.61,0.674856
1.04,1.61,0.68614
1.05,1.61,0.69748
1.06,1.61,0.708875
1.07,1.61,0.720324
1.08,1.61,0.731826
1.09,1.61,0.74338
1.1,1.61,0.754985
1.11,1.61,0.76664
1.12,1.61,0.778344
1.13,1.61,0.790096
1.14,1.61,0.801895
1.15,1.61,0.81374
1.16,1.61,0.82563
1.17,1.61,0.837564
1.18,1.61,0.849541
1.19,1.61,0.86156
1.2,1.61,0.87362
1.21,1.61,0.88572
